Election Year,totalvotes,Home state,Name,Birth Year,Incumbent,Party,candidatevotes,Winner,Age,Age approx,% of the votes
2016,2087444,Alabama,Richard C. Shelby,1934,TRUE,republican,1335104,TRUE,,,0.639587936
2016,2087444,Alabama,Ron Crumpton,1968,FALSE,democrat,748709,FALSE,,,0.358672616
2016,311441,Alaska,Lisa Murkowski,1957,TRUE,republican,138149,TRUE,,,0.443580004
2016,311441,Alaska,Joe Miller,1967,FALSE,libertarian,90825,FALSE,,,0.29162827
2016,2530730,Arizona,John McCain,1936,TRUE,republican,1359267,TRUE,,,0.537104709
2016,2530730,Arizona,Ann Kirkpatrick,1950,FALSE,democrat,1031245,FALSE,,,0.407489143
2016,1107522,Arkansas,John Boozman,1950,TRUE,republican,661984,TRUE,,,0.597716343
2016,1107522,Arkansas,Conner Eldridge,1977,FALSE,democrat,400602,FALSE,,,0.361710196
2016,12244170,California,Kamala D. Harris,1964,NA,democrat,7542753,TRUE,,,0.616028118
2016,12244170,California,Loretta Sanchez,1960,NA,democrat,4701417,FALSE,,,0.383971882
2016,2743023,Colorado,Michael F. Bennet,1964,TRUE,democrat,1370710,TRUE,,,0.499707804
2016,2743023,Colorado,Darryl Glenn,1965,FALSE,republican,1215318,FALSE,,,0.443057896
2016,1596276,Connecticut,Richard Blumenthal,1946,TRUE,democrat,"1,008,714",TRUE,,,0.631917037
2016,1596276,Connecticut,Dan Carter,1967,FALSE,republican,552621,FALSE,,,0.346193891
2016,9301820,Florida,Marco Rubio,1971,TRUE,republican,4835191,TRUE,,,0.519811284
2016,9301820,Florida,Patrick Murphy,1983,FALSE,democrat,4122088,FALSE,,,0.443148545
2016,3898605,Georgia,Johnny Isakson,1944,TRUE,republican,2135806,TRUE,,,0.547838522
2016,3898605,Georgia,Jim Barksdale,1953,FALSE,democrat,1599726,FALSE,,,0.410332927
2016,437664,Hawaii,Brian Schatz,1972,TRUE,democrat,306604,TRUE,,,0.700546538
2016,437664,Hawaii,John Carroll,1929,FALSE,republican,92653,FALSE,,,0.211698929
2016,678943,Idaho,Mike Crapo,1951,TRUE,republican,449017,TRUE,,,0.661347123
2016,678943,Idaho,Jerry Sturgill,,FALSE,democrat,188249,FALSE,,,0.277267753
2016,5491878,Illinois,Tammy Duckworth,1968,FALSE,democrat,3012940,TRUE,,,0.548617431
2016,5491878,Illinois,Mark Kirk,1959,TRUE,republican,2184692,FALSE,,,0.397804176
2016,2732546,Indiana,Todd C. Young,1972,NA,republican,1423991,TRUE,,,0.521122426
2016,2732546,Indiana,Evan Bayh,1955,NA,democrat,1158947,FALSE,,,0.424127169
2016,1541036,Iowa,Chuck Grassley,1933,TRUE,republican,926007,TRUE,,,0.600899006
2016,1541036,Iowa,Patty Judge,1943,FALSE,democrat,549460,FALSE,,,0.356552345
2016,1177922,Kansas,Jerry Moran,1954,TRUE,republican,732376,TRUE,,,0.621752544
2016,1177922,Kansas,Patrick Wiesner,,FALSE,democrat,379740,FALSE,,,0.322381278
2016,1903465,Kentucky,Rand Paul,,,republican,1090177,TRUE,,,0.572732885
2016,1903465,Kentucky,Jim Gray,,,democrat,813246,FALSE,,,0.42724505
2016,1997218,Louisiana,John Kennedy,,,republican,536191,TRUE,,,0.26846894
2016,1997218,Louisiana,Foster Campbell,,,democrat,347816,FALSE,,,0.174150243
2016,2726170,Maryland,Chris Van Hollen,,,democrat,1659907,TRUE,,,0.608878757
2016,2726170,Maryland,Kathy Szeliga,,,republican,972557,FALSE,,,0.356748479
2016,2802641,Missouri,Roy Blunt,,,republican,1378458,TRUE,,,0.491842516
2016,2802641,Missouri,Jason Kander,,,democrat,1300200,FALSE,,,0.463919567
2016,1108294,Nevada,Catherine Cortez Masto,,,democrat,521994,TRUE,,,0.470988745
2016,1108294,Nevada,Joseph J. Heck,,,republican,495079,FALSE,,,0.446703672
2016,739140,New Hampshire,Maggie Hassan,,,democrat,354649,TRUE,,,0.479813026
2016,739140,New Hampshire,Kelly Ayotte,,,republican,353632,FALSE,,,0.478437103
2016,7800725,New York,Charles E. Schumer,,,democrat,4784220,TRUE,,,0.613304533
2016,7800725,New York,Wendy Long,,,republican,1723927,FALSE,,,0.220995741
2016,4691133,North Carolina,Richard Burr,,,republican,2395376,TRUE,,,0.510617797
2016,4691133,North Carolina,Deborah K. Ross,,,democrat,2128165,FALSE,,,0.453656931
2016,342501,North Dakota,John Hoeven,,,republican,268788,TRUE,,,0.78478019
2016,342501,North Dakota,Eliot Glassheim,,,democrat,58116,FALSE,,,0.169681256
2016,5374164,Ohio,Rob Portman,,,republican,3118567,TRUE,,,0.580288767
2016,5374164,Ohio,Ted Strickland,,,democrat,1996908,FALSE,,,0.37157556
2016,1448047,Oklahoma,James Lankford,,,republican,980892,TRUE,,,0.677389615
2016,1448047,Oklahoma,Mike Workman,,,democrat,355911,FALSE,,,0.245786912
2016,1952478,Oregon,Ron Wyden,,,democrat,1105119,TRUE,,,0.566008426
2016,1952478,Oregon,Mark Callahan,,,republican,651106,FALSE,,,0.333476741
2016,6051856,Pennsylvania,Patrick J. Toomey,,,republican,2951702,TRUE,,,0.487735002
2016,6051856,Pennsylvania,Katie McGinty,,,democrat,2865012,FALSE,,,0.473410471
2016,2049893,South Carolina,Tim Scott,,,republican,1241609,TRUE,,,0.605694541
2016,2049893,South Carolina,Thomas Dixon,,,democrat,704540,FALSE,,,0.343695988
2016,369656,South Dakota,John R. Thune,,,republican,265516,TRUE,,,0.718278616
2016,369656,South Dakota,Jay Williams,,,democrat,104140,FALSE,,,0.281721384
2016,1115583,Utah,Mike Lee,,,republican,760220,TRUE,,,0.681455347
2016,1115583,Utah,Misty K. Snow,,,democrat,301858,FALSE,,,0.270583184
2016,320467,Vermont,Patrick J. Leahy,,,democrat,192243,TRUE,,,0.599883919
2016,320467,Vermont,Scott Milne,,,republican,103637,FALSE,,,0.323393672
2016,3243317,Washington,Patty Murray,,,democrat,1913979,TRUE,,,0.590130104
2016,3243317,Washington,Chris Vance,,,republican,1329338,FALSE,,,0.409869896
2016,2948741,Wisconsin,Ron Johnson,,,republican,1479471,TRUE,,,0.501729721
2016,2948741,Wisconsin,uss Feingold,,,democrat,1380335,FALSE,,,0.468109949
2014,818090,Alabama,Jeff Sessions,,,republican,795606,TRUE,,,0.972516471
2014,282400,Alaska,Dan Sullivan,,,republican,135445,TRUE,,,0.479621105
2014,282400,Alaska,Mark Begich,,,democrat,129431,FALSE,,,0.458325071
2014,847505,Arkansas,Tom Cotton,,,republican,478819,TRUE,,,0.564974838
2014,847505,Arkansas,Mark L. Pryor,,,democrat,334174,FALSE,,,0.394303278
2014,2041058,Colorado,Cory Gardner,,,republican,983891,TRUE,,,0.482049506
2014,2041058,Colorado,Mark Udall,,,democrat,944203,FALSE,,,0.462604688
2014,234038,Delaware,Christopher A. Coons,,,democrat,130655,TRUE,,,0.558264043
2014,234038,Delaware,Kevin Wade,,,republican,98823,FALSE,,,0.422251942
2014,2567805,Georgia,David A. Perdue,,,republican,1358088,TRUE,,,0.528890628
2014,2567805,Georgia,M. Michelle Nunn,,,democrat,1160811,FALSE,,,0.452063533
2014,369703,Hawaii,Brian Schatz,,,democrat,246827,TRUE,,,0.667635913
2014,369703,Hawaii,Cam Cavasso,,,republican,98006,FALSE,,,0.265093873
2014,437170,Idaho,James E. Risch,,,republican,285596,TRUE,,,0.65328362
2014,437170,Idaho,Nels Mitchell,,,democrat,151574,FALSE,,,0.34671638
2014,3603519,Illinois,Richard J. Durbin,,,democrat,1929637,TRUE,,,0.535486839
2014,3603519,Illinois,"James D. ""Jim"" Oberweis",,,republican,1538522,FALSE,,,0.426949879
2014,1129700,Iowa,Joni Ernst,,,republican,588575,TRUE,,,0.521001151
2014,1129700,Iowa,Bruce Braley,,,democrat,494370,FALSE,,,0.437611755
2014,866191,Kansas,Pat Roberts,,,republican,460350,TRUE,,,0.531464769
2014,866191,Kansas,Greg Orman,,,independent,368372,FALSE,,,0.425278028
2014,1435868,Kentucky,Mich McConnell,,,republican,806787,TRUE,,,0.561881036
2014,1435868,Kentucky,Alison Lundergan Grimes,,,democrat,584698,FALSE,,,0.407208741
2014,3523183,Louisiana,Bill Cassidy,,,republican,1712379,TRUE,,,0.486031807
2014,3523183,Louisiana,Mary L. Landrieu,,,democrat,1561210,FALSE,,,0.443124867
2014,616996,Maine,Susan M. Collins,,,republican,413505,TRUE,,,0.670190731
2014,616996,Maine,Shenna Bellows,,,democrat,190254,FALSE,,,0.308355322
2014,2186789,Massachusetts,Edward J. Markey,,,democrat,1289944,TRUE,,,0.589880414
2014,2186789,Massachusetts,Brian J. Herr,,,republican,791950,FALSE,,,0.362151995
2014,3121771,Michigan,Gary C. Peters,,,democrat,1704936,TRUE,,,0.54614384
2014,3121771,Michigan,Terri Lynn Land,,,republican,1290199,FALSE,,,0.413290725
2014,1981528,Minnesota,Al Franken,,,democrat,1053205,TRUE,,,0.531511541
2014,1981528,Minnesota,Mike McFadden,,,republican,850227,FALSE,,,0.42907645
2014,631858,Mississippi,Thad Cochran,,,republican,378481,TRUE,,,0.598996927
2014,631858,Mississippi,Travis W. Childers,,,democrat,239439,FALSE,,,0.37894432
2014,369826,Montana,Steve Daines,,,republican,213709,TRUE,,,0.577863644
2014,369826,Montana,Amanda Curtis,,,democrat,148184,FALSE,,,0.400685728
2014,540337,Nebraska,Ben Sasse,,,republican,347636,TRUE,,,0.643368861
2014,540337,Nebraska,Dave Domina,,,democrat,170127,FALSE,,,0.314853508
2014,488159,New Hampshire,Jeanne Shaheen,,,democrat,251184,TRUE,,,0.51455366
2014,488159,New Hampshire,Scott P. Brown,,,republican,235347,FALSE,,,0.482111361
2014,1869535,New Jersey,Cory A. Booker,,,democrat,1043866,TRUE,,,0.558355955
2014,1869535,New Jersey,Jeff Bell,,,republican,791297,FALSE,,,0.423258725
2014,515506,New Mexico,Tom Udall,,,democrat,286409,TRUE,,,0.555588102
2014,515506,New Mexico,Allen E. Weh,,,republican,229097,FALSE,,,0.444411898
2014,2915281,North Carolina,Thom Tillis,,,republican,1423259,TRUE,,,0.488206454
2014,2915281,North Carolina,Kay R. Hagan,,,democrat,1377651,FALSE,,,0.472561993
2014,820890,Oklahoma,James Lankford,,,republican,557002,TRUE,,,0.678534274
2014,820890,Oklahoma,Connie Johnson,,,democrat,237923,FALSE,,,0.289835423
2014,820733,Oklahoma,James M. Inhofe,,,republican,558166,TRUE,,,0.680082317
2014,820733,Oklahoma,Matt Silverstein,,,democrat,234307,FALSE,,,0.285485048
2014,1461618,Oregon,Jeff Merkley,,,democrat,814537,TRUE,,,0.557284461
2014,1461618,Oregon,Monica Wehby,,,republican,538847,FALSE,,,0.368664726
2014,316898,Rhode Island,Jack Reed,,,democrat,223675,TRUE,,,0.70582648
2014,316898,Rhode Island,Mark S. Zaccaria,,,republican,92684,FALSE,,,0.292472657
2014,1240075,South Carolina,Lindsey Graham,,TRUE,republican,672941,TRUE,,,0.542661533
2014,1240075,South Carolina,Brad Hutto,,FALSE,democrat,456726,FALSE,,,0.368305143
2014,1238982,South Carolina,Tim Scott,,TRUE,republican,757215,TRUE,,,0.611159
2014,1238982,South Carolina,Joyce Dickerson,,FALSE,democrat,459583,FALSE,,,0.370935978
2014,279412,South Dakota,Mike Rounds,,,republican,140741,TRUE,,,0.503704207
2014,279412,South Dakota,Rick Weiland,,,democrat,82456,FALSE,,,0.295105436
2014,1374065,Tennessee,Lamar Alexander,,,republican,850087,TRUE,,,0.618665784
2014,1374065,Tennessee,Gordon Ball,,,democrat,437848,FALSE,,,0.318651592
2014,4648358,Texas,John Cornyn,,,republican,2861531,TRUE,,,0.615600391
2014,4648358,Texas,David M. Alameel,,,democrat,1597387,FALSE,,,0.343645434
2014,2184473,Virginia,Mark R. Warner,,,democrat,1073667,TRUE,,,0.491499323
2014,2184473,Virginia,Ed. W. Gillespie,,,republican,1055940,FALSE,,,0.483384322
2014,453689,West Virginia,Shelley Moore Capito,,,republican,281820,TRUE,,,0.621174417
2014,453689,West Virginia,Natalie Tennant,,,democrat,156360,FALSE,,,0.344641373
2014,171153,Wyoming,Michael B. Enzi,,,republican,121554,TRUE,,,0.710206657
2014,171153,Wyoming,Charlie Hardy,,,democrat,29377,FALSE,,,0.171641747
2012,2243422,Arizona,Jeff Flake,,,republican,1104457,TRUE,,,0.492309071
2012,2243422,Arizona,Richard Carmona,,,democrat,1036542,FALSE,,,0.462036122
2012,12578511,California,Dianne Feinstein,,,democrat,7864624,TRUE,,,0.625242845
2012,12578511,California,Elizabeth Emken,,,republican,4713887,FALSE,,,0.374757155
2012,1511764,Connecticut,Christopher S. Murphy,,,democrat,792983,TRUE,,,0.524541529
2012,1511764,Connecticut,Linda E. McMahon,,,republican,604569,FALSE,,,0.399909642
2012,399606,Delaware,Thomas R. Carper,,,democrat,265415,TRUE,,,0.664191729
2012,399606,Delaware,Kevin Wade,,,republican,115700,FALSE,,,0.289535192
2012,8189946,Florida,Bill Nelson,,,democrat,4523451,TRUE,,,0.552317561
2012,8189946,Florida,Connie Mack,,,republican,3458267,FALSE,,,0.422257607
2012,437159,Hawaii,Mazie K. Hirono,,,democrat,269489,TRUE,,,0.61645534
2012,437159,Hawaii,Linda Lingle,,,republican,160994,FALSE,,,0.368273328
2012,2560102,Indiana,Joe Donnelly,,,democrat,1281181,TRUE,,,0.500441389
2012,2560102,Indiana,Richard E. Mourdock,,,republican,1133621,FALSE,,,0.44280306
2012,724720,Maine,Angus King,,,,370580,TRUE,,,0.511342312
2012,724720,Maine,"Charles E. Summers, Jr.",,,,215399,FALSE,,,0.297216856
2012,2633234,Maryland,Benjamin L. Cardin,,,democrat,1474028,TRUE,,,0.559778584
2012,2633234,Maryland,Daniel John Bongino,,,republican,693291,FALSE,,,0.263284995
2012,3184196,Massachusetts,Elizabeth A. Warren,,,democrat,1696346,TRUE,,,0.532739191
2012,3184196,Massachusetts,Scott P. Brown,,,republican,1458048,FALSE,,,0.457901461
2012,4652918,Michigan,Debbie Stabenow,,,democrat,2735826,TRUE,,,0.587980704
2012,4652918,Michigan,Pete Hoekstra,,,republican,1767386,FALSE,,,0.379844648
2012,2843207,Minnesota,Amy Klobuchar,,,democrat,1854595,TRUE,,,0.652289826
2012,2843207,Minnesota,Kurt Bills,,,republican,867974,FALSE,,,0.305279918
2012,1241568,Mississippi,Roger F. Wicker,,,republican,709626,TRUE,,,0.57155629
2012,1241568,Mississippi,"Albert N. Gore, Jr.",,,democrat,503467,FALSE,,,0.405509002
2012,2725793,Missouri,Claire McCaskill,,,democrat,1494125,TRUE,,,0.548143238
2012,2725793,Missouri,W. Todd Akin,,,republican,1066159,FALSE,,,0.391137185
2012,486066,Montana,Jon Tester,,,democrat,236123,TRUE,,,0.485783824
2012,486066,Montana,Denny Rehberg,,,republican,218051,FALSE,,,0.448603688
2012,788572,Nebraska,Deb Fischer,,,republican,455593,TRUE,,,0.577744328
2012,788572,Nebraska,Bob Kerrey,,,democrat,332979,FALSE,,,0.422255672
2012,997805,Nevada,Dean Heller,,,republican,457656,TRUE,,,0.458662765
2012,997805,Nevada,Shelley Berkley,,,democrat,446080,FALSE,,,0.4470613
2012,3376649,New Jersey,Robert Menendez,,,democrat,1987680,TRUE,,,0.58865461
2012,3376649,New Jersey,Joe Kyrillos,,,republican,1329534,FALSE,,,0.39374362
2012,775793,New Mexico,Martin Heinrich,,,democrat,395717,TRUE,,,0.510080653
2012,775793,New Mexico,Heather A. Wilson,,,republican,351260,FALSE,,,0.452775418
2012,7116628,New York,Kirsten E. Gillibrand,,,democrat,4420043,TRUE,,,0.6210867
2012,7116628,New York,Wendy Long,,,republican,1514647,FALSE,,,0.212832117
2012,321144,North Dakota,Heidi Heitkamp,,,democrat,161337,TRUE,,,0.502382109
2012,321144,North Dakota,Rick Berg,,,republican,158401,FALSE,,,0.493239793
2012,5449018,Ohio,Sherrod Brown,,,democrat,2762690,TRUE,,,0.507006951
2012,5449018,Ohio,Josh Mandel,,,republican,2435712,FALSE,,,0.447000175
2012,5627422,Pennsylvania,"Robert P. Casey, Jr.",,,democrat,3021364,TRUE,,,0.5369002
2012,5627422,Pennsylvania,Tom Smith,,,republican,2509132,FALSE,,,0.445875927
2012,418189,Rhode Island,Sheldon Whitehouse,,,democrat,271034,TRUE,,,0.648113652
2012,418189,Rhode Island,Benjamin Barrett Hinckley III,,,republican,146222,FALSE,,,0.349655299
2012,2321477,Tennessee,Bob Corker,,,republican,1506443,TRUE,,,0.648915755
2012,2321477,Tennessee,Mark E. Clayton,,,democrat,705882,FALSE,,,0.304065903
2012,7864822,Texas,Ted Cruz,,,republican,4440137,TRUE,,,0.564556579
2012,7864822,Texas,Paul Sadler,,,democrat,3194927,FALSE,,,0.406230046
2012,1006901,Utah,Orrin G. Hatch,,,republican,657608,TRUE,,,0.65310095
2012,1006901,Utah,Scott Howell,,,democrat,301873,FALSE,,,0.299804052
2012,292762,Vermont,Bernard Sanders,,,independent,207848,TRUE,,,0.709955527
2012,292762,Vermont,John MacGovern,,,republican,72898,FALSE,,,0.249000895
2012,3802196,Virginia,Timothy M. Kaine,,,democrat,2010067,TRUE,,,0.52865949
2012,3802196,Virginia,George F. Allen,,,republican,1785542,FALSE,,,0.46960809
2012,3069417,Washington,Maria Cantwell,,,democrat,1855493,TRUE,,,0.604509912
2012,3069417,Washington,Michael Baumgartner,,,republican,1213924,FALSE,,,0.395490088
2012,660202,West Virginia,Joe Manchin III,,,democrat,399898,TRUE,,,0.605720673
2012,660202,West Virginia,John R. Raese,,,republican,240787,FALSE,,,0.364717162
2012,3009411,Wisconsin,Tammy Baldwin,,,democrat,1547104,TRUE,,,0.514088637
2012,3009411,Wisconsin,Tommy G. Thompson,,,republican,1380126,FALSE,,,0.458603361
2012,250700,Wyoming,John Barrasso,,,republican,185250,TRUE,,,0.738930993
2012,250700,Wyoming,Tim Chesnut,,,democrat,53019,FALSE,,,0.211483845
2010,1483800,Alabama,Richard C. Shelby,1934,TRUE,republican,968181,TRUE,,,0.652501011
2010,1483800,Alabama,William G. Barnes,,,democrat,515619,FALSE,,,0.347498989
2010,255503,Alaska,Lisa Murkowski,1957,TRUE,,101091,TRUE,,,0.395654846
2010,255503,Alaska,Joe Miller,1967,,republican,90839,FALSE,,,0.355530072
2010,1708484,Arizona,John McCain,1936,TRUE,republican,1005615,TRUE,,,0.588600771
2010,1708484,Arizona,Rodney Glassman,,,democrat,592011,FALSE,,,0.346512464
2010,779957,Arkansas,John Boozman,1950,FALSE,republican,451618,TRUE,,,0.579029357
2010,779957,Arkansas,Blanche L. Lincoln,,,democrat,288156,FALSE,,,0.369451136
2010,10000160,California,Barbara Boxer,,,democrat,5218441,TRUE,,,0.521835751
2010,10000160,California,Carly Fiorina,,,republican,4217366,FALSE,,,0.421729852
2010,1772286,Colorado,Michael F. Bennet,,,democrat,851590,TRUE,,,0.480503711
2010,1772286,Colorado,Ken Buck,,,republican,822731,FALSE,,,0.464220222
2010,1153115,Connecticut,Richard Blumenthal,,,democrat,605204,TRUE,,,0.524842709
2010,1153115,Connecticut,Linda E. McMahon,,,republican,498341,FALSE,,,0.432169385
2010,307402,Delaware,Christopher A. Coons,,,democrat,174012,TRUE,,,0.56607309
2010,307402,Delaware,Christine O'Donnell,,,republican,123053,FALSE,,,0.400299933
2010,5411106,Florida,Marco Rubio,,,republican,2645743,TRUE,,,0.488946807
2010,5411106,Florida,Charlie Crist,,,no party affiliation,1607549,FALSE,,,0.297083258
2010,2555258,Georgia,Johnny Isakson,,,republican,1489904,TRUE,,,0.583073803
2010,2555258,Georgia,"Michael ""Mike"" Thurmond",,,democrat,996516,FALSE,,,0.389986451
2010,370583,Hawaii,Daniel K. Inouye,,,democrat,277228,TRUE,,,0.748086124
2010,370583,Hawaii,Cam Cavasso,,,republican,79939,FALSE,,,0.21571146
2010,449530,Idaho,Mike Crapo,,,republican,319953,TRUE,,,0.71175005
2010,449530,Idaho,P. Tom Sullivan,,,democrat,112057,FALSE,,,0.24927591
2010,3704473,Illinois,Mark Steven Kirk,,,republican,1778698,TRUE,,,0.480148728
2010,3704473,Illinois,"Alexander ""Alexi"" Giannoulias",,,democrat,1719478,FALSE,,,0.464162649
2010,1744481,Indiana,Dan Coats,,,republican,952116,TRUE,,,0.545787544
2010,1744481,Indiana,Brad Ellsworth,,,democrat,697775,FALSE,,,0.399990026
2010,1116063,Iowa,Chuck Grassley,,,republican,718215,TRUE,,,0.6435255
2010,1116063,Iowa,Roxanne Conlin,,,democrat,371686,FALSE,,,0.333033171
2010,837692,Kansas,Jerry Moran,,,republican,587175,TRUE,,,0.700943784
2010,837692,Kansas,Lisa Johnston,,,democrat,220971,FALSE,,,0.263785496
2010,1356096,Kentucky,Rand Paul,,,republican,755706,TRUE,,,0.557265857
2010,1356096,Kentucky,Jack Conway,,,democrat,600052,FALSE,,,0.442484898
2010,1264994,Louisiana,David Vitter,,,republican,715415,TRUE,,,0.565548137
2010,1264994,Louisiana,"""Charlie"" Melancon",,,democrat,476572,FALSE,,,0.376738546
2010,1833858,Maryland,Barbara Mikulski,,,democrat,1140531,TRUE,,,0.621929833
2010,1833858,Maryland,Eric Wargotz,,,republican,655666,FALSE,,,0.35753368
2010,1943899,Missouri,Roy Blunt,,,republican,1054160,TRUE,,,0.542291549
2010,1943899,Missouri,Robin Carnahan,,,democrat,789736,FALSE,,,0.406263906
2010,721404,Nevada,Harry Reid,,,democrat,362785,TRUE,,,0.502887425
2010,721404,Nevada,Sharron Angle,,,republican,321361,FALSE,,,0.445466063
2010,454710,New Hampshire,Kelly Ayotte,,,republican,273218,TRUE,,,0.600862088
2010,454710,New Hampshire,Paul W. Hodes,,,democrat,167545,FALSE,,,0.368465615
2010,4763899,New York,Charles E. Schumer,,TRUE,democrat,3047880,TRUE,,,0.639786864
2010,4763899,New York,Jay Townsend,,FALSE,republican,1239605,FALSE,,,0.260208077
2010,4757635,New York,Kirsten E. Gillibrand,,TRUE,democrat,2837684,TRUE,,,0.596448445
2010,4757635,New York,Joseph J. DioGuardi,,FALSE,republican,1338308,FALSE,,,0.281296905
2010,2660079,North Carolina,Richard Burr,,,republican,1458046,TRUE,,,0.548121315
2010,2660079,North Carolina,Elaine Marshall,,,democrat,1145074,FALSE,,,0.430466163
2010,238534,North Dakota,John Hoeven,,,republican,181689,TRUE,,,0.761690157
2010,238534,North Dakota,Tracy Potter,,,democratic-nonpartisan league,52955,FALSE,,,0.222001895
2010,3815098,Ohio,Rob Portman,,,republican,2168742,TRUE,,,0.568462986
2010,3815098,Ohio,Lee Fisher,,,democrat,1503297,FALSE,,,0.394038895
2010,1017151,Oklahoma,Thomas A. Coburn,,,republican,718482,TRUE,,,0.706367098
2010,1017151,Oklahoma,Jim Rogers,,,democrat,265814,FALSE,,,0.261331897
2010,1442588,Oregon,Ron Wyden,,,democrat,825507,TRUE,,,0.572240307
2010,1442588,Oregon,Jim Huffman,,,republican,566199,FALSE,,,0.392488361
2010,3977661,Pennsylvania,Pat Toomey,,,republican,2028945,TRUE,,,0.510084947
2010,3977661,Pennsylvania,Joe Sestak,,,democrat,1948716,FALSE,,,0.489915053
2010,1318794,South Carolina,Jim DeMint,,,republican,810771,TRUE,,,0.614782142
2010,1318794,South Carolina,Alvin M. Greene,,,democrat,364598,FALSE,,,0.276463193
2010,227947,South Dakota,John Thune,,,republican,227947,TRUE,,,1
2010,585230,Utah,Mike Lee,,,republican,360403,TRUE,,,0.615831383
2010,585230,Utah,Sam F. Granato,,,democrat,191732,FALSE,,,0.327618201
2010,235178,Vermont,Patrick J. Leahy,,,democrat,151281,TRUE,,,0.6432617
2010,235178,Vermont,Len Britton,,,republican,72699,FALSE,,,0.309123302
2010,2511094,Washington,Patty Murray,,,democrat,1314930,TRUE,,,0.523648258
2010,2511094,Washington,Dino Rossi,,,republican,1196164,FALSE,,,0.476351742
2010,529948,West Virginia,Joe Manchin III,,,democrat,283358,TRUE,,,0.534690196
2010,529948,West Virginia,John R. Raese,,,republican,230013,FALSE,,,0.434029376
2010,2171331,Wisconsin,Ron Johnson,,,republican,1125999,TRUE,,,0.518575473
2010,2171331,Wisconsin,Russell D. Feingold,,,democrat,1020958,FALSE,,,0.470199154
2008,2060191,Alabama,Jeff Sessions,,,republican,1305383,TRUE,,,0.633622319
2008,2060191,Alabama,Vivian Davis Figures,,,democrat,752391,FALSE,,,0.365204488
2008,317723,Alaska,Mark Begich,,,democrat,151767,TRUE,,,0.477670801
2008,317723,Alaska,Ted Stevens,,,republican,147814,FALSE,,,0.465229146
2008,1011754,Arkansas,Mark L. Pryor,,,democrat,804678,TRUE,,,0.795329695
2008,1011754,Arkansas,Rebekah Kennedy,,,green,207076,FALSE,,,0.204670305
2008,2331621,Colorado,Mark Udall,,,democrat,1230994,TRUE,,,0.527956302
2008,2331621,Colorado,Bob Schaffer,,,republican,990755,FALSE,,,0.424921117
2008,398134,Delaware,Joseph R. Biden Jr.,,,democrat,257539,TRUE,,,0.646865126
2008,398134,Delaware,Christine O'Donnell,,,republican,140595,FALSE,,,0.353134874
2008,3752485,Georgia,Saxby Chambliss,,TRUE,republican,1867097,TRUE,,,0.497562815
2008,3752485,Georgia,Jim Martin,,FALSE,democrat,1757393,FALSE,,,0.468327788
2008,644780,Idaho,Jim Risch,,,republican,371744,TRUE,,,0.576543937
2008,644780,Idaho,Larry LaRocco,,,democrat,219903,FALSE,,,0.341051211
2008,5329884,Illinois,Richard J. Durbin,,,democrat,3615844,TRUE,,,0.678409511
2008,5329884,Illinois,Steve Sauerberg,,,republican,1520621,FALSE,,,0.285300956
2008,1502918,Iowa,Tom Harkin,,,democrat,941665,TRUE,,,0.626557803
2008,1502918,Iowa,Christopher Reed,,,republican,560006,FALSE,,,0.372612478
2008,1210690,Kansas,Pat Roberts,,,republican,727121,TRUE,,,0.600583965
2008,1210690,Kansas,Jim Slattery,,,democrat,441399,FALSE,,,0.364584658
2008,1800821,Kentucky,Mitch McConnell,,,republican,953816,TRUE,,,0.529656196
2008,1800821,Kentucky,Bruce Lunsford,,,democrat,847005,FALSE,,,0.470343804
2008,1896574,Louisiana,Mary L. Landrieu,,,democrat,988298,FALSE,,,0.521096461
2008,1896574,Louisiana,John Kennedy,,,republican,867177,FALSE,,,0.457233411
2008,724430,Maine,Susan M. Collins,,,republican,444300,TRUE,,,0.613309775
2008,724430,Maine,Thomas H. Allen,,,democrat,279510,FALSE,,,0.38583438
2008,3102995,Massachusetts,John F. Kerry,,,democrat,1971974,TRUE,,,0.635506664
2008,3102995,Massachusetts,Jeffrey K. Beatty,,,republican,926044,FALSE,,,0.298435544
2008,4848620,Michigan,Carl Levin,,,democrat,3038386,TRUE,,,0.626649645
2008,4848620,Michigan,Jack Hoogendyk,,,republican,1641070,FALSE,,,0.338461253
2008,2887646,Minnesota,Al Franken,,,democrat,1212629,TRUE,,,0.419936862
2008,2887646,Minnesota,Norm Coleman,,,republican,1212317,FALSE,,,0.419828816
2008,1247026,Mississippi,Thad Cochran,,,republican,766111,FALSE,,,0.614350463
2008,1247026,Mississippi,Erik Fleming,,,democrat,480915,FALSE,,,0.385649537
2008,1243473,Mississippi,Roger F. Wicker,,,republican,683409,TRUE,,,0.549596976
2008,1243473,Mississippi,Ronnie Musgrove,,,no party affiliation,560064,FALSE,,,0.450403024
2008,477658,Montana,Max Baucus,,,democrat,348289,TRUE,,,0.729159775
2008,477658,Montana,Bob Kelleher,,,republican,129369,FALSE,,,0.270840225
2008,792511,Nebraska,Mike Johanns,,,republican,455854,TRUE,,,0.575202111
2008,792511,Nebraska,Scott Kleeb,,,democrat,317456,FALSE,,,0.400569834
2008,694787,New Hampshire,Jeanne Shaheen,,,democrat,358438,TRUE,,,0.515896239
2008,694787,New Hampshire,John E. Sununu,,,republican,314403,FALSE,,,0.452517102
