Election Year,totalvotes,Home state,Name,Birth Year,Incumbent,Party,candidatevotes,Winner,Age,Age approx,% of the votes
1982,4967729,New York,Daniel P. Moynihan,,,democrat,3089871,TRUE,,,0.621988639
1982,4967729,New York,Florence M. Sullivan,,,republican,1415749,FALSE,,,0.284989177
1982,262465,North Dakota,Quentin N. Burdick,,,democrat,164873,TRUE,,,0.628171375
1982,262465,North Dakota,Gene Knorr,,,republican,89304,FALSE,,,0.340251081
1982,3395463,Ohio,Howard M. Metzenbaum,,,democrat,1923767,TRUE,,,0.566569861
1982,3395463,Ohio,Paul E. Pfeifer,,,republican,1396790,FALSE,,,0.411369525
1982,3604108,Pennsylvania,John Heinz,,,republican,2136418,TRUE,,,0.592773025
1982,3604108,Pennsylvania,Cyril H. Wecht,,,democrat,1412965,FALSE,,,0.392042913
1982,342778,Rhode Island,John H. Chafee,,,republican,175495,TRUE,,,0.511978598
1982,342778,Rhode Island,Julius C. Michaelson,,,democrat,167283,FALSE,,,0.488021402
1982,1259785,Tennessee,Jim Sasser,,,democrat,780113,TRUE,,,0.619242966
1982,1259785,Tennessee,Robin Beard,,,republican,479642,FALSE,,,0.38073322
1982,3103167,Texas,Lloyd Bentsen,,,democrat,1818223,TRUE,,,0.58592496
1982,3103167,Texas,Jim Collins,,,republican,1256759,FALSE,,,0.404992384
1982,530802,Utah,Orrin G. Hatch,,,republican,309332,TRUE,,,0.582763441
1982,530802,Utah,Ted Wilson,,,democrat,219482,FALSE,,,0.413491283
1982,168002,Vermont,Robert T. Stafford,,,republican,84449,TRUE,,,0.502666635
1982,168002,Vermont,James A. Guest,,,democrat,79340,FALSE,,,0.472256283
1982,1415622,Virginia,"Paul S. Trible, Jr.",,,republican,724571,TRUE,,,0.511839319
1982,1415622,Virginia,Richard J. (Dick) Davis,,,democrat,690839,FALSE,,,0.488010924
1982,1368476,Washington,Henry M. Jackson,,,democrat,943655,TRUE,,,0.68956635
1982,1368476,Washington,Doug Jewett,,,republican,332273,FALSE,,,0.242805135
1982,565314,West Virginia,Robert C. Byrd,,,democrat,387170,TRUE,,,0.684876016
1982,565314,West Virginia,Cleve Benedict,,,republican,173910,FALSE,,,0.307634341
1982,1544883,Wisconsin,William Proxmire,,,democrat,983311,TRUE,,,0.63649545
1982,1544883,Wisconsin,Scott McCallum,,,republican,527355,FALSE,,,0.341355947
1982,167191,Wyoming,Malcolm Wallop,,,republican,94725,TRUE,,,0.566567578
1982,167191,Wyoming,Rodger McDaniel,,,democrat,72466,FALSE,,,0.433432422
1980,1296757,Alabama,Jeremiah Denton,,,republican,650362,TRUE,,,0.501529585
1980,1296757,Alabama,Jim Folsom Jr.,,,democrat,610175,FALSE,,,0.470539199
1980,156762,Alaska,Frank H. Murkowski,,,republican,84159,TRUE,,,0.536858422
1980,156762,Alaska,Clark S. Gruening,,,democrat,72007,FALSE,,,0.459339636
1980,874238,Arizona,Barry Goldwater,,,republican,432371,TRUE,,,0.494568985
1980,874238,Arizona,Bill Schulz,,,democrat,422972,FALSE,,,0.483817908
1980,808812,Arkansas,Dale Bumpers,,,democrat,477905,TRUE,,,0.590872786
1980,808812,Arkansas,Bill Clark,,,republican,330576,FALSE,,,0.408717972
1980,8324012,California,Alan Cranston,,,democrat,4704098,TRUE,,,0.565123885
1980,8324012,California,Paul Gann,,,republican,3091671,FALSE,,,0.371415971
1980,1173142,Colorado,Gary Hart,,,democrat,590501,TRUE,,,0.503349978
1980,1173142,Colorado,Mary Estill Buchanan,,,republican,571295,FALSE,,,0.486978558
1980,1356075,Connecticut,Christopher J. Dodd,,,democrat,763969,TRUE,,,0.563367808
1980,1356075,Connecticut,James L. Buckley,,,republican,581884,FALSE,,,0.429094261
1980,3528028,Florida,Paula Hawkins,,,republican,1822460,TRUE,,,0.516566195
1980,3528028,Florida,Bill Gunter,,,democrat,1705409,FALSE,,,0.483388737
1980,1579829,Georgia,Mack Mattingly,,,republican,803686,TRUE,,,0.508717083
1980,1579829,Georgia,Herman E. Talmadge,,,democrat,776143,FALSE,,,0.491282917
1980,288006,Hawaii,Daniel K. Inouye,,,democrat,224485,TRUE,,,0.779445567
1980,288006,Hawaii,Cooper Brown,,,republican,53068,FALSE,,,0.18426005
1980,439647,Idaho,Steve Symms,,,republican,218701,TRUE,,,0.497446815
1980,439647,Idaho,Frank Church,,,democrat,214439,FALSE,,,0.487752674
1980,4580029,Illinois,Alan J. Dixon,,,democrat,2565302,TRUE,,,0.56010606
1980,4580029,Illinois,David C. O'Neal,,,republican,1946296,FALSE,,,0.424952768
1980,2198376,Indiana,Dan Quayle,,,republican,1182414,TRUE,,,0.537857946
1980,2198376,Indiana,Birch Bayh,,,democrat,1015962,FALSE,,,0.462142054
1980,1276986,Iowa,Charles E. Grassley,,,republican,683014,TRUE,,,0.534864125
1980,1276986,Iowa,John Culver,,,democrat,581545,FALSE,,,0.455404366
1980,938957,Kansas,Bob Dole,,,republican,598686,TRUE,,,0.637607473
1980,938957,Kansas,John Simpson,,,democrat,340271,FALSE,,,0.362392527
1980,1106920,Kentucky,Wendell H. Ford,,,democrat,720891,TRUE,,,0.651258447
1980,1106920,Kentucky,Mary Louise Foust,,,republican,386029,FALSE,,,0.348741553
1980,841013,Louisiana,Russell B. Long,,,democrat,484770,TRUE,,,0.576412017
1980,841013,Louisiana,Louis Woody Jenkins,,,democrat,325922,FALSE,,,0.387535032
1980,1286088,Maryland,Charles McC. Mathias Jr. ,,,republican,850970,TRUE,,,0.661673229
1980,1286088,Maryland,Edward T. Conroy,,,democrat,435118,FALSE,,,0.338326771
1980,2066965,Missouri,Thomas F. Eagleton,,,democrat,1074859,FALSE,,,0.520017997
1980,2066965,Missouri,Gene McNary,,,republican,985399,FALSE,,,0.476737148
1980,243273,Nevada,Paul Laxalt,,,republican,144224,TRUE,,,0.592848364
1980,243273,Nevada,Mary Gojack,,,democrat,92129,FALSE,,,0.378706227
1980,375060,New Hampshire,Warren Rudman,,,republican,195559,TRUE,,,0.521407242
1980,375060,New Hampshire,John A. Durkin,,,democrat,179455,FALSE,,,0.478470111
1980,6014914,New York,Elizabeth Holtzman,,,democrat,2618661,TRUE,,,0.435361337
1980,6014914,New York,Alfonse M. D'Amato,,,republican,2272082,FALSE,,,0.377741394
1980,6014914,New York,Jacob K. Javits,,,liberal,664544,FALSE,,,0.11048271
1980,1797665,North Carolina,John P. East,,,republican,898064,TRUE,,,0.499572501
1980,1797665,North Carolina,Robert Morgan,,,democrat,887653,FALSE,,,0.493781099
1980,4027303,Ohio,John Glenn,,,democrat,2770786,TRUE,,,0.688000381
1980,4027303,Ohio,James E. Betts,,,republican,1137695,FALSE,,,0.282495506
1980,1098294,Oklahoma,Don Nickles,,,republican,587252,TRUE,,,0.534694717
1980,1098294,Oklahoma,Andy Coats,,,democrat,478283,FALSE,,,0.435478114
1980,1140494,Oregon,Bob Packwood,,,republican,594290,TRUE,,,0.521081216
1980,1140494,Oregon,Ted Kulongoski,,,democrat,501963,FALSE,,,0.440127699
1980,4418042,Pennsylvania,Arlen Specter,,,republican,2230404,TRUE,,,0.504839927
1980,4418042,Pennsylvania,Pete Flaherty,,,democrat,2122391,FALSE,,,0.480391766
1980,870500,South Carolina,Ernest Fritz Hollings,,,democrat,612554,TRUE,,,0.703680643
1980,870500,South Carolina,Marshall Mays,,,republican,257946,FALSE,,,0.296319357
1980,327478,South Dakota,James Abdnor,,,republican,190594,TRUE,,,0.582005509
1980,327478,South Dakota,George McGovern,,,democrat,129018,FALSE,,,0.393974557
1980,594298,Utah,Jake Garn,,,republican,437675,TRUE,,,0.736457131
1980,594298,Utah,Dan Berman,,,democrat,151454,FALSE,,,0.254845212
1980,209124,Vermont,Patrick J. Leahy,,,democrat,104176,TRUE,,,0.498154205
1980,209124,Vermont,Stewart M. Ledbetter,,,republican,101421,FALSE,,,0.484980203
1980,1728369,Washington,Slade Gorton,,,republican,936317,TRUE,,,0.541734433
1980,1728369,Washington,Warren G. Magnuson,,,democrat,792052,FALSE,,,0.458265567
1980,2204202,Wisconsin,Robert W. Kasten Jr.,,,republican,1106311,TRUE,,,0.501909988
1980,2204202,Wisconsin,Gaylord A. Nelson,,,democrat,1065487,FALSE,,,0.483389
1978,729842,Alabama,Donald Stewart,,,democrat,401852,TRUE,,,0.550601363
1978,729842,Alabama,James D. Martin,,,republican,316170,FALSE,,,0.433203351
1978,582005,Alabama,Howell Heflin,,,democrat,547054,TRUE,,,0.939947251
1978,122741,Alaska,Ted Stevens,,,republican,92783,TRUE,,,0.755925078
1978,122741,Alaska,Donald Hobbs,,,democrat,29574,FALSE,,,0.240946383
1978,517138,Arkansas,David Pryor,,,democrat,395506,TRUE,,,0.764797791
1978,517138,Arkansas,Tom Kelly,,,republican,84308,FALSE,,,0.163028051
1978,819256,Colorado,William L. Armstrong,,,republican,480801,TRUE,,,0.586875165
1978,819256,Colorado,Floyd K. Haskell,,,democrat,330148,FALSE,,,0.402985147
1978,162072,Delaware,Joseph R. Biden Jr.,,,democrat,93930,TRUE,,,0.579557234
1978,162072,Delaware,James H. Baxter Jr.,,,republican,66479,FALSE,,,0.410181894
1978,645128,Georgia,Sam Nunn,,,democrat,536320,TRUE,,,0.831338897
1978,645128,Georgia,John W. Stokes,,,republican,108808,FALSE,,,0.168661103
1978,284047,Idaho,James A. McClure,,,republican,194412,TRUE,,,0.684436026
1978,284047,Idaho,Dwight Jensen,,,democrat,89635,FALSE,,,0.315563974
1978,3184764,Illinois,Charles H. Perey,,,republican,1698711,TRUE,,,0.533386775
1978,3184764,Illinois,Alex Smith,,,democrat,1448187,FALSE,,,0.45472349
1978,824576,Iowa,Roger W. Jepsen,,,republican,421598,TRUE,,,0.511290651
1978,824576,Iowa,Dick Clark,,,democrat,395066,FALSE,,,0.479114114
1978,748839,Kansas,Nancy Landon Kassebaum,,,republican,403354,TRUE,,,0.538639147
1978,748839,Kansas,Bill Roy,,,democrat,317602,FALSE,,,0.42412588
1978,476783,Kentucky,Walter D. Huddleston,,,democrat,290730,TRUE,,,0.609774258
1978,476783,Kentucky,Louie Guenthner Jr. ,,,republican,175766,FALSE,,,0.368649889
1978,375114,Maine,William S. Cohen,,,republican,212294,TRUE,,,0.565945286
1978,375114,Maine,William D. Hathaway,,,democrat,127327,FALSE,,,0.339435478
1978,1985700,Massachusetts,Paul E. Tsongas,,,democrat,1093283,TRUE,,,0.550578134
1978,1985700,Massachusetts,Edward W. Brooke,,,republican,890584,FALSE,,,0.448498766
1978,2846630,Michigan,Carl Levin,,,democrat,1484193,TRUE,,,0.52138599
1978,2846630,Michigan,Robert P. Griffin,,,republican,1362165,FALSE,,,0.478518459
1978,1580622,Minnesota,Rudolph E. Boschwitz,,,republican,894092,FALSE,,,0.565658329
1978,1580622,Minnesota,Wendell Anderson,,,democrat,638375,FALSE,,,0.403875816
1978,1558376,Minnesota,David Durenberger,,,republican,957908,TRUE,,,0.614683491
1978,1558376,Minnesota,Bob Short,,,democrat,538675,FALSE,,,0.345664333
1978,590236,Mississippi,Thad Cochran,,,republican,267302,TRUE,,,0.452873088
1978,590236,Mississippi,Maurice Dantin,,,democrat,187541,FALSE,,,0.317739006
1978,590236,Mississippi,James Charles Evers,,,independent,133646,FALSE,,,0.226428073
1978,287942,Montana,Max Baucus,,,democrat,160353,TRUE,,,0.556893402
1978,287942,Montana,Larry Williams,,,republican,127589,FALSE,,,0.443106598
1978,493802,Nebraska,James J. Exon,,,democrat,334096,TRUE,,,0.676578872
1978,493802,Nebraska,Donald Eugene Shasten,,,republican,159706,FALSE,,,0.323421128
1978,263760,New Hampshire,Gordon J. Humphrey,,,republican,133745,TRUE,,,0.507070822
1978,263760,New Hampshire,Thomas J. McIntyre,,,democrat,127945,FALSE,,,0.485081134
1978,1957515,New Jersey,Bill Bradley,,,democrat,1082960,TRUE,,,0.553232031
1978,1957515,New Jersey,Jeffrey Bell,,,republican,844200,FALSE,,,0.431261063
1978,343487,New Mexico,Pete V. Domenici,,,republican,183442,TRUE,,,0.534058058
1978,343487,New Mexico,Toney Anaya,,,democrat,160045,FALSE,,,0.465941942
1978,1135814,North Carolina,Jesse Helms,,,republican,619151,TRUE,,,0.545116542
1978,1135814,North Carolina,John Randolph Ingram,,,democrat,516663,FALSE,,,0.454883458
1978,754264,Oklahoma,David Lyle Boren,,,democrat,493953,TRUE,,,0.654880784
1978,754264,Oklahoma,Robert B. Kamm,,,republican,247857,FALSE,,,0.328607755
1978,892518,Oregon,Mark Hatfield,,,republican,550165,TRUE,,,0.616418941
1978,892518,Oregon,Vern Cook,,,democrat,341616,FALSE,,,0.382755306
1978,305618,Rhode Island,Claiborne Pell,,,democrat,229557,TRUE,,,0.751123952
1978,305618,Rhode Island,James G. Reyonlds,,,republican,76061,FALSE,,,0.248876048
1978,632063,South Carolina,Strom Thurmond,,,republican,351917,TRUE,,,0.556775195
1978,632063,South Carolina,Charles D. Ravenel,,,democrat,280146,FALSE,,,0.443224805
1978,255599,South Dakota,Larry Pressler,,,republican,170832,TRUE,,,0.668359422
1978,255599,South Dakota,Don Barnett,,,democrat,84767,FALSE,,,0.331640578
1978,1157094,Tennessee,Howard H. Baker,,,republican,642644,TRUE,,,0.555394808
1978,1157094,Tennessee,Jane Eskind,,,democrat,466228,FALSE,,,0.402930099
1978,2312540,Texas,John G. Tower,,,republican,1151376,TRUE,,,0.497883712
1978,2312540,Texas,Robert Krueger,,,democrat,1139149,FALSE,,,0.492596452
1978,1222256,Virginia,John William Warner,,,republican,613232,TRUE,,,0.501721407
1978,1222256,Virginia,Andrew P. Miller,,,democrat,608511,FALSE,,,0.497858877
1978,493351,West Virginia,Jennings Randolph,,,democrat,249034,TRUE,,,0.504780572
1978,493351,West Virginia,Arch A. Moore Jr. ,,,republican,244317,FALSE,,,0.495219428
1978,133364,Wyoming,Raymond B. Whitaker,,,democrat,82908,TRUE,,,0.621667017
1978,133364,Wyoming,Alan Kooi Simpson,,,republican,50456,FALSE,,,0.378332983
1976,741210,Arizona,Dennis DeConcini,,,democrat,400334,TRUE,,,0.540108741
1976,741210,Arizona,Sam Steiger,,,republican,321236,FALSE,,,0.433394045
1976,7470586,California,S. I. (Sam) Hayakawa,,,republican,3748973,TRUE,,,0.501831182
1976,7470586,California,John V. Tunney,,,democrat,3502862,FALSE,,,0.46888718
1976,1361666,Connecticut,"Lowell P. Weicker, Jr.",,,republican,785683,TRUE,,,0.577001262
1976,1361666,Connecticut,Gloria Schaffer,,,democrat,561018,FALSE,,,0.412008525
1976,224795,Delaware,"William V. Roth, Jr.",,,republican,125454,TRUE,,,0.558081808
1976,224795,Delaware,Thomas C. Maloney,,,democrat,98042,FALSE,,,0.436139594
1976,2857534,Florida,Lawton Chiles,,,democrat,1799518,TRUE,,,0.629745088
1976,2857534,Florida,John Grady,,,republican,1057886,FALSE,,,0.370209418
1976,302092,Hawaii,Spark M. Matsunaga,,,democrat,162305,TRUE,,,0.537270103
1976,302092,Hawaii,William Quinn,,,republican,122724,FALSE,,,0.406247104
1976,2161187,Indiana,Richard G. Lugar,,,republican,1275833,TRUE,,,0.590339013
1976,2161187,Indiana,Vance Hartke,,,democrat,868522,FALSE,,,0.401872675
1976,486193,Maine,Edmund S. Muskie,,,democrat,292704,TRUE,,,0.602032526
1976,486193,Maine,Robert A. G. Monks,,,republican,193489,FALSE,,,0.397967474
1976,1365290,Maryland,Paul S. Sarbanes,,,democrat,772101,TRUE,,,0.565521611
1976,1365290,Maryland,"J. Glenn Beall, Jr.",,,republican,530439,FALSE,,,0.388517458
1976,2491255,Massachusetts,Edward M. Kennedy,,,democrat,1726657,TRUE,,,0.693087219
1976,2491255,Massachusetts,Michael S. Robertson,,,republican,722641,FALSE,,,0.290071069
1976,3490412,Michigan,"Donald W. Riegle, Jr.",,,democrat,1831031,TRUE,,,0.524588788
1976,3490412,Michigan,Marvin L. Esch,,,republican,1635087,FALSE,,,0.468451002
1976,1912020,Minnesota,Hubert H. Humphrey,,,democrat,1290736,TRUE,,,0.675064068
1976,1912020,Minnesota,Jerry Brekke,,,republican,478602,FALSE,,,0.250312235
1976,554433,Mississippi,John C. Stennis,,,democrat,554433,TRUE,,,1
1976,1914460,Missouri,John C. Danforth,,,republican,1090067,TRUE,,,0.569386145
1976,1914460,Missouri,Warren E. Hearnes,,,democrat,813571,FALSE,,,0.424961086
1976,321445,Montana,John Melcher,,,democrat,206232,TRUE,,,0.641577875
1976,321445,Montana,Stanley C. Burger,,,republican,115213,FALSE,,,0.358422125
1976,593310,Nebraska,Edward Zorinsky,,,democrat,313805,TRUE,,,0.528905631
1976,593310,Nebraska,John Y. McCollister,,,republican,279284,FALSE,,,0.470721882
1976,201899,Nevada,Howard W. Cannon,,,democrat,127214,TRUE,,,0.630087321
1976,201899,Nevada,David Towell,,,republican,63471,FALSE,,,0.314370056
1976,2771390,New Jersey,"Harrison A. Williams, Jr.",,,democrat,1681140,TRUE,,,0.60660535
1976,2771390,New Jersey,David F. Norcross,,,republican,1054508,FALSE,,,0.380497873
1976,413056,New Mexico,"Harrison ""Jack"" Schmitt",,,republican,234681,TRUE,,,0.568157828
1976,413056,New Mexico,Joseph M. Montoya,,,democrat,176382,FALSE,,,0.42701716
1976,6666875,New York,Daniel Patrick Moynihan,,,democrat,3238511,TRUE,,,0.48576147
1976,6666875,New York,James L. Buckley,,,republican,2525139,FALSE,,,0.378759014
1976,283062,North Dakota,Quentin N. Burdick,,,democrat,175772,TRUE,,,0.620966431
1976,283062,North Dakota,Robert Stroup,,,republican,103466,FALSE,,,0.365524161
1976,3920613,Ohio,Howard M. Metzenbaum,,,democrat,1941113,TRUE,,,0.495104465
1976,3920613,Ohio,"Robert Taft, Jr.",,,republican,1823774,FALSE,,,0.465175726
1976,4546353,Pennsylvania,H. John Heinz III,,,republican,2381891,TRUE,,,0.523912463
1976,4546353,Pennsylvania,William J. Green,,,democrat,2126977,FALSE,,,0.467842466
1976,398906,Rhode Island,John H. Chafee,,,republican,230329,TRUE,,,0.577401694
1976,398906,Rhode Island,Richard P. Lorber,,,democrat,167665,FALSE,,,0.420312053
1976,1432046,Tennessee,James R. Sasser,,,democrat,751180,TRUE,,,0.524550189
1976,1432046,Tennessee,Bill Brock,,,republican,673231,FALSE,,,0.470118278
1976,3874230,Texas,Lloyd Bentsen,,,democrat,2199956,TRUE,,,0.567843417
1976,3874230,Texas,Alan Steelman,,,republican,1636370,FALSE,,,0.422372962
1976,522108,Utah,Orrin G. Hatch,,,republican,290221,TRUE,,,0.555863921
1976,522108,Utah,Frank E. Moss,,,democrat,223948,FALSE,,,0.428930413
1976,189060,Vermont,Robert T. Stafford,,,republican,94481,TRUE,,,0.499740823
1976,189060,Vermont,Thomas P. Salmon,,,democrat,85682,FALSE,,,0.453200042
1976,1557500,Virginia,"Harry F. Byrd, Jr.",,,independent,890778,TRUE,,,0.57192809
1976,1557500,Virginia,E. R. (Bud) Zumwalt,,,democrat,596009,FALSE,,,0.382670305
1976,1491111,Washington,Henry M. Jackson,,,democrat,1071219,TRUE,,,0.718403258
1976,1491111,Washington,George M. Brown,,,republican,361546,FALSE,,,0.242467529
1976,566359,West Virginia,Robert C. Byrd,,,democrat,566359,TRUE,,,1
1976,1935183,Wisconsin,William Proxmire,,,democrat,1396970,TRUE,,,0.72188005
1976,1935183,Wisconsin,Stanley York,,,republican,521902,FALSE,,,0.26969129
1976,155368,Wyoming,Malcolm Wallop,,,republican,84810,TRUE,,,0.5458653
1976,155368,Wyoming,Gale McGee,,,democrat,70558,FALSE,,,0.4541347
