Election Year,Birth Year,Name,Winner,Incumbent,Party,Home state,Age,candidatevotes,% of the votes,totalvotes
2000,,Joseph I. Lieberman,TRUE,,democrat,Connecticut,,828902,0.632141122,1311261
2000,,Phil Giordano,FALSE,,republican,Connecticut,,448077,0.341714579,1311261
2000,,Thomas R. Carper,TRUE,,democrat,Delaware,,181566,0.555259593,326993
2000,,"William V. Roth, Jr.",FALSE,,republican,Delaware,,142891,0.43698489,326993
2000,,Bill Nelson,TRUE,,democrat,Florida,,2989487,0.510436112,5856731
2000,,Bill McCollum,FALSE,,republican,Florida,,2705348,0.461921164,5856731
2000,,Zell Miller,TRUE,,democrat (not identified on ballot),Georgia,,1413224,0.585005938,2415743
2000,,Mack F. Mattingly,FALSE,,republican (not identified on ballot),Georgia,,920478,0.381033082,2415743
2000,,Daniel K. Akaka,TRUE,,democrat,Hawaii,,251215,0.726846882,345623
2000,,John Carroll,FALSE,,republican,Hawaii,,84701,0.245067603,345623
2000,,Richard G. Lugar,TRUE,,republican,Indiana,,1427944,0.665643301,2145209
2000,,David L. Johnson,FALSE,,democrat,Indiana,,683273,0.318511157,2145209
2000,,Olympia J. Snowe,TRUE,,republican,Maine,,437689,0.689412984,634872
2000,,Mark W. Lawrence,FALSE,,democrat,Maine,,197183,0.310587016,634872
2000,,Paul S. Sarbanes,TRUE,,democrat,Maryland,,1230013,0.631780915,1946898
2000,,Paul H. Rappaport,FALSE,,republican,Maryland,,715178,0.367342306,1946898
2000,,Edward M. Kennedy,TRUE,,democrat,Massachusetts,,1889494,0.691097596,2734048
2000,,Jack E. Robinson III,FALSE,,republican,Massachusetts,,334341,0.122287904,2734048
2000,,Debbie Stabenow,TRUE,,democrat,Michigan,,2061952,0.494747564,4167685
2000,,Spencer Abraham,FALSE,,republican,Michigan,,1994693,0.478609348,4167685
2000,,Mark Dayton,TRUE,,democratic-farmer-labor,Minnesota,,1181553,0.488341903,2419520
2000,,Rod Grams,FALSE,,republican,Minnesota,,1047474,0.432926366,2419520
2000,,Trent Lott,TRUE,,republican,Mississippi,,654941,0.658798927,994144
2000,,"Troy D. Brown, Sr.",FALSE,,democrat,Mississippi,,314090,0.315940145,994144
2000,,Mel Carnahan,TRUE,,democrat,Missouri,,1191812,0.504665932,2361586
2000,,John Ashcroft,FALSE,,republican,Missouri,,1142852,0.483934102,2361586
2000,,Conrad Burns,TRUE,,republican,Montana,,208082,0.505542989,411601
2000,,Brian Schweitzer,FALSE,,democrat,Montana,,194430,0.472374946,411601
2000,,Ben Nelson,TRUE,,democrat,Nebraska,,353093,0.509992056,692350
2000,,Don Stenberg,FALSE,,republican,Nebraska,,337977,0.488159168,692350
2000,,John Ensign,TRUE,,republican,Nevada,,330687,0.550433107,600776
2000,,Ed Bernstein,FALSE,,democrat,Nevada,,238260,0.396587081,600776
2000,,Jon S. Corzine,TRUE,,democrat,New Jersey,,1511237,0.501129437,3015662
2000,,Bob Franks,FALSE,,republican,New Jersey,,1420267,0.470963589,3015662
2000,,Jeff Bingaman,TRUE,,democrat,New Mexico,,363744,0.617010955,589526
2000,,Bill Redmond,FALSE,,republican,New Mexico,,225517,0.382539532,589526
2000,,Hillary Rodham Clinton,TRUE,,democrat,New York,,3562415,0.511866093,6959662
2000,,Rick Lazio,FALSE,,republican,New York,,2724589,0.391482948,6959662
2000,,Kent Conrad,TRUE,,democrat,North Dakota,,176470,0.613725442,287539
2000,,Duane Sand,FALSE,,republican,North Dakota,,111069,0.386274558,287539
2000,,Mike DeWine,TRUE,,republican,Ohio,,2665512,0.599152895,4448801
2000,,Ted Celeste,FALSE,,democrat,Ohio,,1595066,0.358538402,4448801
2000,,Rick Santorum,TRUE,,republican,Pennsylvania,,2481962,0.52416076,4735116
2000,,Ron Klink,FALSE,,democrat,Pennsylvania,,2154908,0.455090857,4735116
2000,,Lincoln D. Chafee,TRUE,,republican,Rhode Island,,222588,0.568765284,391353
2000,,Robert A. Weygand,FALSE,,democrat,Rhode Island,,161023,0.411452065,391353
2000,,Bill Frist,TRUE,,republican,Tennessee,,1255444,0.650956931,1928613
2000,,Jeff Clark,FALSE,,democrat,Tennessee,,621152,0.322071872,1928613
2000,,Kay Bailey Hutchison,TRUE,,republican,Texas,,4078954,0.650762193,6267964
2000,,Gene Kelly,FALSE,,democrat,Texas,,2025024,0.323075244,6267964
2000,,Orrin G. Hatch,TRUE,,republican,Utah,,504803,0.655840427,769704
2000,,Scott N. Howell,FALSE,,democrat,Utah,,242569,0.315145822,769704
2000,,James M. Jeffords,TRUE,,republican,Vermont,,189133,0.655573657,288500
2000,,Ed Flanagan,FALSE,,democrat,Vermont,,73352,0.254253033,288500
2000,,George F. Allen,TRUE,,republican,Virginia,,1420460,0.522554346,2718301
2000,,Charles S. Robb,FALSE,,democrat,Virginia,,1296093,0.476802606,2718301
2000,,Maria Cantwell,TRUE,,democrat,Washington,,1199437,0.487302849,2461379
2000,,Slade Gorton,FALSE,,republican,Washington,,1197208,0.486397259,2461379
2000,,Robert C. Byrd,TRUE,,democrat,West Virginia,,469215,0.777519276,603477
2000,,David T. Gallaher,FALSE,,republican,West Virginia,,121635,0.201556977,603477
2000,,Herb Kohl,TRUE,,democrat,Wisconsin,,1563238,0.615427921,2540083
2000,,John Gillespie,FALSE,,republican,Wisconsin,,940744,0.370359551,2540083
2000,,Craig Thomas,TRUE,,republican,Wyoming,,157622,0.737726939,213659
2000,,Mel Logan,FALSE,,democrat,Wyoming,,47087,0.220383883,213659
